,Artist,Song Name,Total English Words,Total Korean Words
0,NewJeans,ASAP,601,14
1,NewJeans,Attention,244,76
2,NewJeans,Attention (Mixed),178,76
3,NewJeans,아름다운 구속 (Beautiful Restriction),8,133
4,NewJeans,Cookie,158,187
5,NewJeans,Cool With You,170,39
6,NewJeans,Ditto,236,69
7,NewJeans,ETA,233,89
8,NewJeans,Get Up,51,0
9,NewJeans,Hurt,159,94
10,NewJeans,Hype Boy,271,91
11,NewJeans,New Jeans,184,19
12,NewJeans,NewJeans Chicken Dance Campaign,21,0
13,NewJeans,OMG,378,140
14,NewJeans,Super Shy,359,30
15,NewJeans,Zero,270,79
16,BTS,00:00 (Zero O’Clock),128,188
17,BTS,134340,12,317
18,BTS,2018 United Nations General Assembly Speech,793,0
19,BTS,21세기 소녀 (21st Century Girl),207,92
20,BTS,2학년 (2nd Grade / Second Grade / So 4 More),216,294
21,BTS,둘! 셋! (그래도 좋은 날이 더 많기를) (2! 3!),36,352
22,BTS,24/7=Heaven,134,229
23,BTS,Adult Child (어른아이),880,280
24,BTS,Airplane pt.2,190,171
25,BTS,Airplane pt.2 (Japanese ver.),204,0
26,BTS,Am I Wrong,170,150
27,BTS,Anpanman,304,209
28,BTS,Answer: Love Myself,110,226
29,BTS,A Supplementary Story : You Never Walk Alone,73,158
30,BTS,진격의 방탄 (Attack on Bangtan/The Rise of Bangtan),82,326
31,BTS,흔한 아이돌의 크리스마스 (A Typical Idol’s Christmas),52,226
32,BTS,흔한 연습생의 크리스마스 (A Typical Trainee’s Christmas),122,248
33,BTS,고엽 (Autumn Leaves),47,283
34,BTS,AWAKE,147,111
35,BTS,Beautiful,67,173
36,BTS,BEGIN,125,58
37,BTS,Best Of Me,237,184
38,BTS,Best Of Me (Japanese Ver.),234,0
39,BTS,Black Swan,240,149
40,BTS,Black Swan (Japanese ver.),245,0
41,BTS,이불킥 (Blanket Kick/Embarrassed),79,326
42,BTS,피 땀 눈물 (Blood Sweat & Tears),55,220
43,BTS,Blue & Grey,70,202
44,BTS,Born Singer,135,330
45,BTS,상남자 (Boy In Luv),79,340
46,BTS,Boy In Luv (Chinese Ver.),87,0
47,BTS,상남자 (Boy In Luv) (Demo Ver.),171,337
48,BTS,Boy In Luv (Japanese Ver.),131,0
49,BTS,작은 것들을 위한 시 (Boy With Luv),278,181
50,BTS,Boy With Luv (Japanese ver.),261,0
51,BTS,흥탄소년단 (Boyz with Fun),80,337
52,BTS,흥탄소년단 (Boyz With Fun) (Demo Ver.),128,321
53,BTS,BTS Cypher 4,246,254
54,BTS,BTS Cypher Pt.1,120,203
55,BTS,"BTS Cypher, Pt. 3: KILLER",249,411
56,BTS,불타오르네 (Burning Up) (Fire),165,117
57,BTS,Butter,400,0
58,BTS,Butterfly,61,183
59,BTS,Butterfly (Alternative Mix),61,183
60,BTS,Butterfly (Japanese Ver.),66,0
61,BTS,Butterfly (Prologue Mix),58,124
62,BTS,Butter (Instrumental),0,0
63,BTS,Cake Waltz (Jimin Theme),0,0
64,BTS,Captain (Namjun Theme),0,0
65,BTS,Coffee,72,252
66,BTS,Come Back Home (컴백홈),205,158
67,BTS,Converse High,90,217
68,BTS,핸드폰 좀 꺼줄래 (Could You Turn Off Your Cell Phone?),48,323
69,BTS,Crystal Snow,175,0
70,BTS,"Cypher, Pt. 2: Triptych",246,540
71,BTS,Danger,34,327
72,BTS,Danger (Japanese Ver.),47,0
73,BTS,Danger (Mo-Blue-Mix),190,275
74,BTS,땡 (Ddaeng),100,339
75,BTS,보조개 (​Dimple),193,118
76,BTS,Dionysus,211,311
77,BTS,Dionysus (Japanese ver.),237,0
78,BTS,병 (Dis-ease),158,267
79,BTS,DNA,89,207
80,BTS,DNA (Japanese Ver.),94,0
81,BTS,DNA (j-hope Demo Ver.),81,47
82,BTS,DNA (Pedal 2 LA Mix),89,214
83,BTS,Don’t Leave Me,81,0
84,BTS,쩔어 (DOPE),148,218
85,BTS,DOPE -超ヤベー!- (Japanese Ver.),142,4
86,BTS,Dynamite,577,0
87,BTS,Dynamite (Instrumental),0,0
88,BTS,Dynamite (The Tonight Show Ver.),411,0
89,BTS,EPILOGUE : Young Forever,49,174
90,BTS,EPILOGUE : Young Forever (Japanese Ver.),53,0
91,BTS,Epiphany,73,116
92,BTS,Epiphany (Jin Demo Ver.),259,0
93,BTS,Euphoria,171,109
94,BTS,FAKE LOVE,224,211
95,BTS,Fake Love (2018 MGA Ver.),117,99
96,BTS,FAKE LOVE (Japanese ver.),209,0
97,BTS,FAKE LOVE (Rocking Vibe Mix),231,212
98,BTS,Film out,59,0
99,BTS,Filter,84,140
100,BTS,FIRE (Japanese Ver.),163,0
101,BTS,FIRST LOVE,24,290
102,BTS,Fix You (MTV Unplugged),188,0
103,BTS,Flying (Taehyung Theme),0,0
104,BTS,내 방을 여행하는 법 (Fly to My Room),213,148
105,BTS,FOR YOU,25,0
106,BTS,For Youth,167,178
107,BTS,친구 (Friends),70,181
108,BTS,Friends (Hoseok Theme),0,0
109,BTS,고민보다 Go (Go Go),197,181
110,BTS,Go Go (Japanese Ver.),194,0
111,BTS,Good Day,117,0
112,BTS,졸업 (Graduation Song),38,197
113,BTS,Heartbeat,168,165
114,BTS,Her,156,267
115,BTS,힙합성애자 (Hip Hop Phile / Hip Hop Lover),229,329
116,BTS,잡아줘 (Hold Me Tight),66,300
117,BTS,HOME,211,208
118,BTS,Hook 가요 (Free fall / Hook Gayo),1020,263
119,BTS,House of Cards (Full Length Edition),50,148
120,BTS,IDOL,297,112
121,BTS,IDOL (Japanese ver.),317,0
122,BTS,If I Ruled the World,345,185
123,BTS,いいね! (I Like It) (Japanese Ver.),241,0
124,BTS,I’m Fine,164,208
125,BTS,I NEED U,155,191
126,BTS,I NEED U (Demo),61,146
127,BTS,I NEED U (Japanese Ver.),152,0
128,BTS,I NEED U (Urban Mix),155,191
129,BTS,Inner Child,71,125
130,BTS,Interlude,0,0
131,BTS,Interlude: Shadow,259,284
132,BTS,Interlude: 뭐해 (What Are You Doing Now),4,3
133,BTS,Interlude: Wings,120,116
134,BTS,In The SOOP,63,15
135,BTS,INTRO.,6,0
136,BTS,Intro: 2 Cool 4 Skool,64,9
137,BTS,Intro: Boy Meets Evil,83,114
138,BTS,INTRO : Calling,22,0
139,BTS,Introduction: Youth,248,0
140,BTS,INTRO : Never Mind,40,190
141,BTS,"Intro: O!RUL8,2?",51,57
142,BTS,Intro: Persona,151,261
143,BTS,INTRO : Ringwanderung,39,0
144,BTS,Intro: Serendipity (세렌디피티),80,89
145,BTS,Intro: Singularity,13,114
146,BTS,Intro: Skool Luv Affair,100,271
147,BTS,Intro: 화양연화 (The Most Beautiful Moment In Life),13,174
148,BTS,Intro: What am I to You,104,241
149,BTS,IONIQ: I’m on it,167,65
150,BTS,Jamais Vu,97,164
151,BTS,JUMP,248,298
152,BTS,Jump (Demo Ver.),163,186
153,BTS,JUMP (Japanese Ver.),340,0
154,BTS,하루만 (Just One Day),89,347
155,BTS,Just One Day (Japanese Ver.),194,0
156,BTS,Just One Day (Japanese Ver. Extended),220,0
157,BTS,Let Go,262,0
158,BTS,Let Me Know,129,280
159,BTS,Let Me Know (Japanese Ver.),131,0
160,BTS,Let’s Introduce BANGTAN ROOM,216,0
161,BTS,LIE,63,152
162,BTS,Life Goes On,108,172
163,BTS,Lights,95,0
164,BTS,좋아요 (Like / I Like It),211,241
165,BTS,여기 봐 (Look Here),75,364
166,BTS,Lost,97,187
167,BTS,Louder than bombs,144,129
168,BTS,Love Is Not Over (Full Length Edition),60,242
169,BTS,Love Maze,164,225
170,BTS,Love Yourself: 承 Her Notes,5127,0
171,BTS,Love Yourself: 承 Her Thanks To,3397,0
172,BTS,Love Yourself: 結 Answer Notes,5948,0
173,BTS,Love Yourself: 轉 Tear Notes,4343,0
174,BTS,Ma City,203,277
175,BTS,Magic Shop,128,240
176,BTS,Make It Right,145,197
177,BTS,Make It Right (Japanese ver.),146,0
178,BTS,MAMA,83,193
179,BTS,MIC Drop,185,228
180,BTS,MIC Drop (Japanese Ver.),186,0
181,BTS,소우주 (Mikrokosmos),153,200
182,BTS,Miss Right,153,318
183,BTS,Miss Right (Japanese Ver.),151,0
184,BTS,Moon,58,208
185,BTS,이사 (Moving On),72,372
186,BTS,시차 (My Time),458,62
187,BTS,N.O,104,191
188,BTS,N.O (Japanese Ver.),146,0
189,BTS,No More Dream,107,319
190,BTS,No More Dream (Japanese Ver.),241,0
191,BTS,Not Alone (Jeongguk Theme),0,0
192,BTS,Not Today,260,179
193,BTS,Not Today (Japanese Ver.),243,0
194,BTS,ON,312,149
195,BTS,ON (Japanese ver.),330,0
196,BTS,OUTRO,115,0
197,BTS,Outro: Circle Room Cypher,219,543
198,BTS,OUTRO : Crack,35,0
199,BTS,Outro : 그게 말이 돼? (Do You Think It Makes Sense?),121,115
200,BTS,Outro: Ego,177,149
201,BTS,Outro: Her,143,266
202,BTS,OUTRO : House Of Cards,36,111
203,BTS,Outro : Love is Not Over,36,86
204,BTS,OUTRO: LUV IN SKOOL,79,58
205,BTS,Outro: Propose,51,77
206,BTS,Outro: Tear,205,329
207,BTS,OUTRO : The Journey,3,0
208,BTS,Outro: Wings,194,155
209,BTS,낙원 (Paradise / Nakwon),55,273
210,BTS,ペップセ (Peppuse) (Silver Spoon) (Japanese Ver.),136,0
211,BTS,Permission to Dance,488,0
212,BTS,Permission to Dance (Instrumental),0,0
213,BTS,Pied Piper,167,222
214,BTS,좋아요! Pt.2 (I Like It Pt.2),44,270
215,BTS,いいね!Pt.2 ～あの場所で～ (I Like It Pt.2 ~In That Place~ / Ano Bashode),28,0
216,BTS,따옴표 (Quotation Mark),44,219
217,BTS,Rain,14,388
218,BTS,REFLECTION,78,141
219,BTS,Respect,111,239
220,BTS,길 (Road/Path),94,263
221,BTS,RUN,107,254
222,BTS,RUN (Alternative Mix),107,254
223,BTS,RUN (Ballad Mix),106,254
224,BTS,달려라 방탄 (RUN BTS),357,141
225,BTS,Run It Down,38,0
226,BTS,RUN (Japanese Ver.),114,0
227,BTS,Run (Puma Blaze Time Ver.),42,70
228,BTS,팔도강산 (Satoori Rap/Paldogangsan),47,298
229,BTS,Save ME,176,180
230,BTS,Save ME (Japanese Ver.),166,0
231,BTS,학교의눈물 (School of Tears),39,219
232,BTS,바다 (Sea),200,296
233,BTS,Seesaw (Demo Ver.),0,0
234,BTS,Serendipity (Full Length Edition),170,154
235,BTS,Shine (Yunki Theme),0,0
236,BTS,뱁새 (Silver Spoon / Baepsae),113,296
237,BTS,Singularity,8,111
238,BTS,Skit,43,412
239,BTS,SKIT: Billboard Music Awards Speech,122,7
240,BTS,Skit: Circle Room Talk,10,427
241,BTS,Skit : Expectation!,7,323
242,BTS,Skit: 망설임과 두려움 (Hesitation and Fear),1606,0
243,BTS,SKIT : One night in a strange city,0,792
244,BTS,Skit: On The Start Line,0,177
245,BTS,Skit: R U Happy Now?,92,195
246,BTS,Skit: Soulmate,65,165
247,BTS,So 4 More,71,421
248,BTS,"So Far Away (SUGA, Jin & Jung Kook Ver.)",112,275
249,BTS,So What,261,189
250,BTS,등골브레이커 (Spine Breaker),192,288
251,BTS,봄날 (Spring Day),31,269
252,BTS,Spring Day (Japanese Ver.),31,0
253,BTS,봄날 (Spring Day) (V Demo Ver.),49,83
254,BTS,Stay,126,119
255,BTS,Stay Gold,137,0
256,BTS,STIGMA,50,137
257,BTS,Still With You (Acappella),35,164
258,BTS,Take Two,227,119
259,BTS,Tear,205,329
260,BTS,잠시 (Telepathy),25,214
261,BTS,화양연화 The Notes Pt. 1,277,0
262,BTS,화양연화 The Notes Pt. 2,223,0
263,BTS,화양연화 The Notes Pt. 3,875,0
264,BTS,The Planet,350,101
265,BTS,THE STARS,245,0
266,BTS,전하지 못한 진심 (The Truth Untold),76,136
267,BTS,Tomorrow,58,332
268,BTS,Tony Montana (with Jimin),261,114
269,BTS,Trivia 承: Love,233,270
270,BTS,Trivia 起: Just Dance,135,201
271,BTS,Trivia 轉: Seesaw,51,281
272,BTS,Trouble,247,63
273,BTS,욱 (UGH!),30,336
274,BTS,Wake Up,272,0
275,BTS,호르몬 전쟁 (War of Hormone),190,347
276,BTS,We Are B.P.B,60,138
277,BTS,We Are Bulletproof Pt. 1 (4 BEGINS Ruff),340,128
278,BTS,"We Are Bulletproof, Pt. 2",177,165
279,BTS,We Are Bulletproof : The Eternal,239,119
280,BTS,We On,244,295
281,BTS,Whalien 52,132,307
282,BTS,어디에서 왔는지 (Where Did You Come From),26,360
283,BTS,Wishing On a Star,240,0
284,BTS,Wishing On A Star (Korean Version),259,205
285,BTS,Wish (Seok Jin Theme),0,0
286,BTS,With SEOUL,92,186
287,BTS,Yet To Come,264,159
288,BTS,Yet To Come (Hyundai Ver.),395,105
289,BTS,Young Forever (RM Demo Ver.),61,104
290,BTS,Young Forever (Unplugged Ver.),47,174
291,BTS,애매한 사이 (Young Love),133,186
292,BTS,You’re so Beautiful,90,26
293,BTS,Your eyes tell,28,0
294,BTS,フンタン少年団 (Boyz With Fun) (Japanese Ver.),103,0
295,BTS,ホルモン戦争 (Hormone Sensou/War of Hormone) (Japanese Ver.),185,0
296,BTS,"血、汗、淚 (Blood Sweat & Tears / Chi, Ase, Namida) (Japanese Ver.)",31,0
297,BTS,進撃の防弾 (Attack on Bangtan/The Rise of Bangtan) (Japanese Ver.),152,0
298,(G)I-DLE,Allergy,257,74
299,(G)I-DLE,All Night,231,56
300,(G)I-DLE,ALREADY,204,103
301,(G)I-DLE,Blow Your Mind,200,87
302,(G)I-DLE,Change,369,29
303,(G)I-DLE,DAHLIA,119,146
304,(G)I-DLE,DARK (X-file),82,113
305,(G)I-DLE,달라 (DOLLAR) ($$$),242,177
306,(G)I-DLE,DON’T TEXT ME,33,278
307,(G)I-DLE,덤디덤디 (DUMDi DUMDi),124,180
308,(G)I-DLE,DUMDi DUMDi (Chinese Version),163,0
309,(G)I-DLE,DUMDi DUMDi (Japanese Version),142,0
310,(G)I-DLE,ESCAPE,181,132
311,(G)I-DLE,FIRE,192,259
312,(G)I-DLE,For You,97,0
313,(G)I-DLE,주세요 (Give Me Your),46,215
314,(G)I-DLE,HANN (Japanese Version),133,2
315,(G)I-DLE,들어줘요 (HEAR ME),15,192
316,(G)I-DLE,Help Me,221,142
317,(G)I-DLE,Help Me (Instrumental),0,0
318,(G)I-DLE,화 (HWAA),25,147
319,(G)I-DLE,HWAA (English Version),332,0
320,(G)I-DLE,I DO,273,0
321,(G)I-DLE,​i’M THE TREND,254,116
322,(G)I-DLE,Last Dance,83,198
323,(G)I-DLE,LATATA,139,170
324,(G)I-DLE,LATATA (English Version),452,0
325,(G)I-DLE,LATATA (Japanese Ver.),150,0
326,(G)I-DLE,LIAR,231,66
327,(G)I-DLE,Light My Fire,267,0
328,(G)I-DLE,LION,119,197
329,(G)I-DLE,LOST,100,143
330,(G)I-DLE,LOVE,292,94
331,(G)I-DLE,Lucid,155,85
332,(G)I-DLE,사랑해 (Luv U),101,139
333,(G)I-DLE,Maybe,45,80
334,(G)I-DLE,MAZE,120,166
335,(G)I-DLE,MAZE (Japanese Version),120,0
336,(G)I-DLE,MOON,158,76
337,(G)I-DLE,MY BAG,332,102
338,(G)I-DLE,말리지 마 (Never Stop Me),197,85
339,(G)I-DLE,Ninety Nine,223,0
340,(G)I-DLE,Nxde,233,115
341,(G)I-DLE,Oh my god,133,154
342,(G)I-DLE,Oh my god (5 Members Ver.),133,154
343,(G)I-DLE,Oh my god (English Version),443,0
344,(G)I-DLE,Oh my god (Japanese Version),138,0
345,(G)I-DLE,Paradise,176,117
346,(G)I-DLE,어린 어른 (Peter Pan),25,241
347,(G)I-DLE,POLAROID,234,64
348,(G)I-DLE,싫다고 말해 (Put It Straight),12,180
349,(G)I-DLE,싫다고 말해 (Put It Straight) [Nightmare Version],12,226
350,(G)I-DLE,퀸카 (Queencard),226,98
351,(G)I-DLE,달려! (Relay!),216,172
352,(G)I-DLE,달려! (Relay) [Instrumental],0,0
353,(G)I-DLE,Reset,30,160
354,(G)I-DLE,조각품 (Sculpture),77,147
355,(G)I-DLE,Senorita,166,127
356,(G)I-DLE,Senorita (Japanese Version),158,8
357,(G)I-DLE,Show,17,119
358,(G)I-DLE,Show (Instrumental),0,0
359,(G)I-DLE,TOMBOY,352,58
360,(G)I-DLE,TOMBOY (Explicit Version),354,57
361,(G)I-DLE,TOMBOY (Festival Ver.),347,58
362,(G)I-DLE,Tung-Tung (Empty),23,0
363,(G)I-DLE,Uh-Oh,122,192
364,(G)I-DLE,Uh-Oh (Japanese Version),104,2
365,(G)I-DLE,VILLAIN DIES,199,79
366,(G)I-DLE,VILLAIN DIES (GDA Ver.),192,66
367,(G)I-DLE,알고 싶어 (What’s in your house?),319,128
368,(G)I-DLE,What’s Your Name,180,198
369,(G)I-DLE,Where is love,96,106
370,(G)I-DLE,한(一) (HANN (Alone)),131,219
371,(G)I-DLE,한 (寒) (HANN (Alone in winter)),68,95
372,(G)I-DLE,火/花 (HWAA) (Chinese Version),28,0
373,FIFTY FIFTY,Barbie Dreams,391,0
374,FIFTY FIFTY,Barbie Dreams (Mixed),401,0
375,FIFTY FIFTY,Cupid,266,74
376,FIFTY FIFTY,Cupid (Instrumental),0,0
377,FIFTY FIFTY,Cupid (Twin Version),348,0
378,FIFTY FIFTY,Cupid – Twin Version (Snack),102,0
379,FIFTY FIFTY,Cupid (Twin Ver.) [Slowed Down Version],349,0
380,FIFTY FIFTY,Cupid (Twin Ver.) - Sped Up Version,349,0
381,FIFTY FIFTY,Higher,182,133
382,FIFTY FIFTY,Log in,329,120
383,FIFTY FIFTY,Lovin’ Me,242,93
384,FIFTY FIFTY,Tell Me,428,90
385,AESPA,2022 United Nations General Assembly Speech,246,1
386,AESPA,ænergy,159,39
387,AESPA,Better Things,611,1
388,AESPA,Black Mamba,160,111
389,AESPA,Don’t Blink,173,137
390,AESPA,Dreams Come True,282,107
391,AESPA,Dreams Come True (Instrumental),0,0
392,AESPA,Forever (약속),40,150
393,AESPA,Girls,154,194
394,AESPA,Hold On Tight,320,1
395,AESPA,ICONIC,284,147
396,AESPA,ICU (쉬어가도 돼),173,126
397,AESPA,I’ll Make You Cry,311,156
398,AESPA,도깨비불 (Illusion),216,156
399,AESPA,I’m Unhappy,197,113
400,AESPA,Life’s Too Short,192,144
401,AESPA,Life’s Too Short (English Ver.),512,1
402,AESPA,Life’s Too Short (Instrumental),0,0
403,AESPA,Lingo,184,135
404,AESPA,자각몽 (Lucid Dream),180,242
405,AESPA,Next Level,218,153
406,AESPA,Salty & Sweet,284,100
407,AESPA,Savage,369,216
408,AESPA,Spicy,369,114
409,AESPA,Thirsty,236,166
410,AESPA,’Til We Meet Again,124,140
411,AESPA,We Go,87,167
412,AESPA,We Go (Instrumental),0,0
413,AESPA,Welcome To MY World,240,88
