,Artist,Song Name,Total English Words,Total Korean Words
774,Enhyphen,구해줘 (I Need The Light) (Inst.),0,0
775,Enhyphen,Interlude : Question,109,1
776,Enhyphen,Intro : The Invitation,139,1
777,Enhyphen,Intro : Walk The Line,106,20
778,Enhyphen,Intro : Whiteout,144,1
779,Enhyphen,몰랐어 (Just A Little Bit),93,151
780,Enhyphen,몰랐어 (Just A Little Bit) (Carol ver.),94,151
781,Enhyphen,Karma,146,134
782,Enhyphen,Let Me In (20 CUBE),313,109
783,Enhyphen,Let Me In (20 CUBE) (Japanese Ver.),315,1
784,Enhyphen,Make the change,178,1
785,Enhyphen,별안간 (Mixed Up),78,209
786,Enhyphen,Not for Sale,66,125
787,Enhyphen,One and Only,223,91
788,Enhyphen,One In A Billion,210,112
789,Enhyphen,Outro : Cross the Line,93,1
790,Enhyphen,Outro : Day 2,134,1
791,Enhyphen,Outro : The Wormhole,124,1
792,Enhyphen,ParadoXXX Invasion,206,129
793,Enhyphen,Polaroid Love,103,125
794,Enhyphen,Sacrifice (Eat Me Up),137,147
795,Enhyphen,SHOUT OUT,189,187
796,Enhyphen,Tamed-Dashed,173,144
797,Enhyphen,Tamed-Dashed (Japanese Ver.),178,1
798,Enhyphen,TFW (That Feeling When),203,116
799,Enhyphen,Upper Side Dreamin’,168,162
800,Enhyphen,WALK THE LINE,89,59
801,Enhyphen,ZERO MOMENT,248,1
802,Enhyphen,ZERO MOMENT (Instrumental),0,0
803,Stray Kids,0325,171,152
804,Stray Kids,0325 (SKZ2021 Ver.),171,152
805,Stray Kids,19,53,321
806,Stray Kids,19 (SKZ2020 Ver.),53,321
807,Stray Kids,24 to 25,158,124
808,Stray Kids,3RACHA,247,249
809,Stray Kids,3rd Eye,97,286
810,Stray Kids,3rd Eye (SKZ2021 Ver.),98,274
811,Stray Kids,4419,24,266
812,Stray Kids,비행기 (Airplane),150,269
813,Stray Kids,ALL IN,195,0
814,Stray Kids,ALL IN (Korean Ver.),128,248
815,Stray Kids,일상 (Another Day),6,192
816,Stray Kids,아니 (Any),97,305
817,Stray Kids,Astronaut,90,219
818,Stray Kids,Awaken,90,255
819,Stray Kids,Awaken (SKZ2021 Ver.),91,255
820,Stray Kids,갑자기 분위기 싸해질 필요 없잖아요 (Awkward Silence),52,248
821,Stray Kids,갑자기 분위기 싸해질 필요 없잖아요 (Awkward Silence) (SKZ2020 Ver.),52,248
822,Stray Kids,Back Door,117,194
823,Stray Kids,Back Door -Japanese ver.-,234,0
824,Stray Kids,Battle Ground,278,0
825,Stray Kids,그림자도 빛이 있어야 존재 (Behind The Light),144,315
826,Stray Kids,BEWARE (Grrr 총량의 법칙),47,236
827,Stray Kids,BEWARE (Grrr 총량의 법칙) (SKZ2020 Ver.),48,236
828,Stray Kids,청사진 (Blueprint),78,368
829,Stray Kids,B Me,192,198
830,Stray Kids,Booster,70,264
831,Stray Kids,Boxer,107,264
832,Stray Kids,BOXER (SKZ2020 Ver.),117,264
833,Stray Kids,고장난 나침반 (Broken Compass),134,341
834,Stray Kids,Butterflies,147,0
835,Stray Kids,Butterflies (Instrumental),0,0
836,Stray Kids,CALL,148,0
837,Stray Kids,나 너 좋아하나봐 (Can’t Stop),158,161
838,Stray Kids,CASE 143,311,128
839,Stray Kids,CASE 143 -Japanese ver.-,347,0
840,Stray Kids,Charmer,158,141
841,Stray Kids,CHEESE,169,166
842,Stray Kids,식혀 (CHILL),82,301
843,Stray Kids,CHILL -Japanese ver.-,134,0
844,Stray Kids,Christmas EveL,124,172
845,Stray Kids,Chronosaurus,81,160
846,Stray Kids,Chronosaurus (SKZ2020 Ver.),81,160
847,Stray Kids,CIRCUS,333,2
848,Stray Kids,CIRCUS (Korean Ver.),309,128
849,Stray Kids,충돌 (Collision),81,198
850,Stray Kids,District 9,112,240
851,Stray Kids,District 9 (SKZ2020 Ver.),112,239
852,Stray Kids,DLC,304,69
853,Stray Kids,DLMLU,110,0
854,Stray Kids,DOMINO,156,196
855,Stray Kids,DOMINO (English Ver.),539,0
856,Stray Kids,Double Knot,84,207
857,Stray Kids,Double Knot (Album Version),86,207
858,Stray Kids,Double Knot (English Ver.),420,0
859,Stray Kids,Double Knot -Japanese ver.-,213,0
860,Stray Kids,Easy,207,243
861,Stray Kids,Entrance,45,0
862,Stray Kids,미친 놈 (Ex),34,309
863,Stray Kids,Fairytale,47,0
864,Stray Kids,FAM,166,4
865,Stray Kids,FAM (Korean Ver.),87,267
866,Stray Kids,FNF,261,99
867,Stray Kids,For You,111,230
868,Stray Kids,For You (English Translations),448,0
869,Stray Kids,땡 (FREEZE),73,247
870,Stray Kids,Get Cool,187,201
871,Stray Kids,Get Cool (SKZ2020 Ver.),185,201
872,Stray Kids,죽어보자 (GET LIT),163,196
873,Stray Kids,Give Me Your TMI,126,239
874,Stray Kids,GLOW,30,337
875,Stray Kids,신뚜두뚜두 (God’s DDU-DU DDU-DU),366,171
876,Stray Kids,Gone Away,40,196
877,Stray Kids,GO生,69,105
878,Stray Kids,잘 하고 있어 (Grow Up),76,252
879,Stray Kids,잘 하고 있어 (Grow Up) (SKZ2020 Ver.),76,252
880,Stray Kids,위인전 (Hall of Fame),210,135
881,Stray Kids,Haven,159,148
882,Stray Kids,Hellevator,64,249
883,Stray Kids,Hellevator (SKZ2020 Ver.),65,249
884,Stray Kids,Hello Stranger,40,250
885,Stray Kids,Hello Stranger (Instrumental),0,0
886,Stray Kids,해장국 (Hero’s Soup),8,226
887,Stray Kids,HEYDAY,223,116
888,Stray Kids,Hoodie Season,58,347
889,Stray Kids,I am YOU,111,268
890,Stray Kids,I am YOU (SKZ2020 Ver.),112,268
891,Stray Kids,기도 (I’ll Be Your Man) (Stray Kids Ver.),120,263
892,Stray Kids,불면증 (Insomnia),112,191
893,Stray Kids,불면증 (Insomnia) (SKZ2021 Ver.),113,193
894,Stray Kids,IN生 Mashup,208,231
895,Stray Kids,ITEM,225,196
896,Stray Kids,바람 (Levanter),73,161
897,Stray Kids,Levanter (English Ver.),393,0
898,Stray Kids,Lonely St.,185,115
899,Stray Kids,Lost Me,11,0
900,Stray Kids,#LoveSTAY,94,113
901,Stray Kids,MANIAC,134,173
902,Stray Kids,MANIAC -Japanese ver.-,198,0
903,Stray Kids,MAXIDENT Mashup,89,96
904,Stray Kids,잠깐의 고요 (Maze of Memories),223,228
905,Stray Kids,잠깐의 고요 (Maze of Memories) (SKZ2021 Ver.),225,228
906,Stray Kids,잠깐의 고요 (Maze of Memories) (SKZ2021 Ver.) (Romanized),450,0
907,Stray Kids,M.I.A,28,347
908,Stray Kids,M.I.A (SKZ2020 Ver.),28,347
909,Stray Kids,MIROH,89,231
910,Stray Kids,MIROH (SKZ2020 Ver.),89,231
911,Stray Kids,Mirror,107,304
912,Stray Kids,Mirror (SKZ2020 Ver.),107,304
913,Stray Kids,Mixtape #1,183,232
914,Stray Kids,Mixtape #2,139,338
915,Stray Kids,Mixtape #3,116,251
916,Stray Kids,Mixtape #4,131,338
917,Stray Kids,Mixtape #5,58,347
918,Stray Kids,Mixtape: Gone Days,133,173
919,Stray Kids,Mixtape: 애 (OH),63,252
920,Stray Kids,바보라도 알아 - Mixtape : On Track,90,267
921,Stray Kids,Mixtape : Time Out,157,147
922,Stray Kids,Muddy Water,215,241
923,Stray Kids,My Pace,191,211
924,Stray Kids,My Pace -Japanese ver.-,265,0
925,Stray Kids,My Pace (SKZ2020 Ver.),192,209
926,Stray Kids,편 (My Side),57,246
927,Stray Kids,편 (My Side) (SKZ2021 Ver.),57,246
928,Stray Kids,My Universe,52,239
929,Stray Kids,끝나지 않을 이야기 (Neverending Story),28,254
930,Stray Kids,끝나지 않을 이야기 (Neverending Story) (Instrumental),0,0
931,Stray Kids,NOT!,70,84
932,Stray Kids,Novel,39,0
933,Stray Kids,극과 극 N/S,287,254
934,Stray Kids,극과 극 (N/S) (SKZ2021 Ver.),287,254
935,Stray Kids,ODDINARY Mashup,70,58
936,Stray Kids,One Day,42,0
937,Stray Kids,Pacemaker,106,249
938,Stray Kids,PARTY’S NOT OVER,280,83
939,Stray Kids,Phobia,171,184
940,Stray Kids,Placebo,181,215
941,Stray Kids,QUESTION,141,145
942,Stray Kids,Question (SKZ2020 Ver.),139,145
943,Stray Kids,강박 (Red Lights),162,126
944,Stray Kids,밟힌 적 없는 길 (Road Not Taken),41,45
945,Stray Kids,Rock (돌),163,176
946,Stray Kids,ROCK (돌) (SKZ2021 Ver.),163,176
947,Stray Kids,Scars,89,0
948,Stray Kids,Scars (Korean Ver.),81,204
949,Stray Kids,SCHOOL LIFE,22,244
950,Stray Kids,특 (S-Class),163,212
951,Stray Kids,말할 수 없는 비밀 (Secret Secret),68,216
952,Stray Kids,부작용 (Side Effects),84,217
953,Stray Kids,부작용 (Side Effects) (SKZ2020 Ver.),82,217
954,Stray Kids,Silent Cry,70,249
955,Stray Kids,Silent Cry -Japanese ver.-,102,0
956,Stray Kids,SLUMP,40,232
957,Stray Kids,SLUMP (English Version),462,0
958,Stray Kids,SLUMP (Instrumental),0,0
959,Stray Kids,SLUMP (Japanese Version),62,0
960,Stray Kids,SLUMP (Japanese Version) [神之塔 / Tower of God],40,0
961,Stray Kids,Social Path,403,0
962,Stray Kids,Social Path (Instrumental),0,0
963,Stray Kids,"좋아해서 미안 (Sorry, I Love You)",4,304
964,Stray Kids,어린 날개 (Spread My Wings),33,265
965,Stray Kids,어린 날개 (Spread My Wings) (SKZ2020 Ver.),33,265
966,Stray Kids,씩 (SSICK),147,179
967,Stray Kids,Star Lost,194,190
968,Stray Kids,STOP,123,140
969,Stray Kids,Stray Kids - Hellevator (Traducción al Español),393,0
970,Stray Kids,Sunshine,99,293
971,Stray Kids,SUPER BOARD,152,182
972,Stray Kids,Super Bowl,503,0
973,Stray Kids,Super Bowl -Japanese ver.-,249,0
974,Stray Kids,Surfin’,265,148
975,Stray Kids,타 (TA),160,226
976,Stray Kids,TASTE,242,154
977,Stray Kids,There,210,0
978,Stray Kids,THE SOUND,218,0
979,Stray Kids,THE SOUND (Instrumental),0,0
980,Stray Kids,THE SOUND (Korean Ver.),97,216
981,Stray Kids,토끼와 거북이 (The Tortoise and the Hare),144,222
982,Stray Kids,The View,201,177
983,Stray Kids,소리꾼 (Thunderous),127,194
984,Stray Kids,ソリクン (Thunderous) -Japanese Ver.-,168,8
985,Stray Kids,별생각 (TMT),50,286
986,Stray Kids,별생각 (TMT) (SKZ2020 Ver.),50,286
987,Stray Kids,TOP,89,222
988,Stray Kids,TOP (English Version),573,0
989,Stray Kids,TOP (Instrumental),0,0
990,Stray Kids,TOP (Japanese Version),138,0
991,Stray Kids,TOP (Japanese Version) [神之塔 / Tower of God],68,0
992,Stray Kids,TOPLINE,257,186
993,Stray Kids,TOPLINE (RNR(Rose’s N’ Red) Entertainments Translation)) ENG,535,0
994,Stray Kids,오늘 밤 나는 불을 켜 (Up All Night),136,196
995,Stray Kids,거미줄 (VENOM),124,187
996,Stray Kids,승전가 (Victory Song),187,162
997,Stray Kids,Victory Song (SKZ2020 Ver.),187,162
998,Stray Kids,VOICES,131,198
999,Stray Kids,VOICES (SKZ2020 Ver.),130,198
1000,Stray Kids,피어난다 (Waiting For Us),83,113
1001,Stray Kids,We Go,132,227
1002,Stray Kids,WHO?,50,72
1003,Stray Kids,Winter Falls,164,261
1004,Stray Kids,WOLFGANG,125,173
1005,Stray Kids,WOLFGANG (Album Version),125,173
1006,Stray Kids,Wow,260,126
1007,Stray Kids,YAYAYA,87,296
1008,Stray Kids,YAYAYA (SKZ2020 Ver.),87,296
1009,Stray Kids,YOU.,30,31
1010,Stray Kids,You Can Stay,155,234
1011,Stray Kids,Your Eyes,56,0
1012,Stray Kids,Youtiful,413,0
1013,Stray Kids,Youtiful (by stray kids lyrics),410,0
1014,Stray Kids,神메뉴 (God’s Menu),115,198
1015,Stray Kids,神メニュー (God’s Menu) -Japanese ver.-,212,0
1016,Stray Kids,蜘蛛の巣 (VENOM) -Japanese ver.-,175,0
1017,Stray Kids,風 (Levanter) -Japanese ver.-,89,0
1018,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You),241,145
1019,TOMORROW X TOGETHER,0x1=LOVESONG (I Know I Love You) (Emocore Mix),246,150
1020,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) [Japanese Ver.],248,0
1021,TOMORROW X TOGETHER,0X1=LOVESONG (I Know I Love You) (Mod Sun Ver.),428,59
1022,TOMORROW X TOGETHER,20cm,46,199
1023,TOMORROW X TOGETHER,5시 53분의 하늘에서 발견한 너와 나 (Blue Hour),279,159
1024,TOMORROW X TOGETHER,5시 53분의 하늘에서 발견한 너와 나 (Blue Hour) [Dance Break Ver.],338,179
1025,TOMORROW X TOGETHER,5時53分の空で見つけた君と僕 (Blue Hour) [Dance Break Ver.] (Japanese Ver.),342,0
1026,TOMORROW X TOGETHER,5時53分の空で見つけた君と僕 (Blue Hour) (Japanese Ver.),279,0
1027,TOMORROW X TOGETHER,9와 4분의 3 승강장에서 너를 기다려 (Run Away),115,222
1028,TOMORROW X TOGETHER,9と4分の3番線で君を待つ (Run Away) [Japanese Ver.],154,0
1029,TOMORROW X TOGETHER,Angel Or Devil,198,272
1030,TOMORROW X TOGETHER,Angel Or Devil (Japanese Ver.),197,0
1031,TOMORROW X TOGETHER,Anti-Romantic,121,123
1032,TOMORROW X TOGETHER,Blue Orangeade,175,187
1033,TOMORROW X TOGETHER,Blue Spring,162,101
1034,TOMORROW X TOGETHER,"세계가 불타버린 밤, 우린... (Can’t You See Me?)",316,97
1035,TOMORROW X TOGETHER,Can’t You See Me? (世界が燃えてしまった夜、僕たちは...) [Japanese Ver.],310,0
1036,TOMORROW X TOGETHER,Cat & Dog,208,192
1037,TOMORROW X TOGETHER,Cat & Dog (English Version),619,0
1038,TOMORROW X TOGETHER,어느날 머리에서 뿔이 자랐다 (CROWN),196,196
1039,TOMORROW X TOGETHER,디어 스푸트니크 (Dear Sputnik),214,136
1040,TOMORROW X TOGETHER,Devil by the Window (자정의 창가에서 만난 악마의 목소리는 달콤했다),393,0
1041,TOMORROW X TOGETHER,Drama,196,129
1042,TOMORROW X TOGETHER,Drama (Japanese Ver.),190,0
1043,TOMORROW X TOGETHER,Eternally,48,160
1044,TOMORROW X TOGETHER,EYES (감은 눈을 떠봐) (From ”Armored Saurus”),73,205
1045,TOMORROW X TOGETHER,F2020,72,148
1046,TOMORROW X TOGETHER,샴푸의 요정 (Fairy of Shampoo),7,126
1047,TOMORROW X TOGETHER,"네버랜드를 떠나며 (Farewell, Neverland)",144,87
1048,TOMORROW X TOGETHER,Force,116,0
1049,TOMORROW X TOGETHER,Free Falling,98,160
1050,TOMORROW X TOGETHER,Frost,100,154
1051,TOMORROW X TOGETHER,Ghosting,32,223
1052,TOMORROW X TOGETHER,Good Boy Gone Bad,286,168
1053,TOMORROW X TOGETHER,Good Boy Gone Bad (Japanese Ver.),305,0
1054,TOMORROW X TOGETHER,이젠 안녕 (Goodbye Now),4,158
1055,TOMORROW X TOGETHER,이젠 안녕 (Goodbye Now) (Instrumental),0,0
1056,TOMORROW X TOGETHER,Happy Fools,272,101
1057,TOMORROW X TOGETHER,Happy Fools (TOMORROW X TOGETHER Ver.),189,135
1058,TOMORROW X TOGETHER,소악행 (Ice Cream),226,123
1059,TOMORROW X TOGETHER,Intro : DREAMING,137,0
1060,TOMORROW X TOGETHER,Intro : FLOATING,0,0
1061,TOMORROW X TOGETHER,Ito,97,0
1062,TOMORROW X TOGETHER,LO$ER=LO♡ER (LOSER=LOVER),262,116
1063,TOMORROW X TOGETHER,Lonely Boy (네 번째 손가락 위 타투) (The tattoo on my ring finger),146,85
1064,TOMORROW X TOGETHER,널 보면 시간이 멈춰 어느 순간에도 (Love Sight),14,147
1065,TOMORROW X TOGETHER,널 보면 시간이 멈춰 어느 순간에도 (Love Sight) (Instrumental),0,0
1066,TOMORROW X TOGETHER,Magic,490,0
1067,TOMORROW X TOGETHER,Magic Island,72,153
1068,TOMORROW X TOGETHER,거울 속의 미로 (Maze in the Mirror),110,216
1069,TOMORROW X TOGETHER,교환일기 (두밧두 와리와리) (MOA Diary Dubaddu Wari Wari),207,165
1070,TOMORROW X TOGETHER,MOA Diary (Dubaddu Wari Wari) [Japanese Ver.],245,0
1071,TOMORROW X TOGETHER,별의 낮잠 (Nap of a Star),25,130
1072,TOMORROW X TOGETHER,New Rules,184,155
1073,TOMORROW X TOGETHER,No Rules,172,123
1074,TOMORROW X TOGETHER,Opening Sequence,209,105
1075,TOMORROW X TOGETHER,Our Summer,40,134
1076,TOMORROW X TOGETHER,Our Summer (Acoustic Mix),30,128
1077,TOMORROW X TOGETHER,Outro : FALLING,64,0
1078,TOMORROW X TOGETHER,Outro : STILL,4,0
1079,TOMORROW X TOGETHER,Poppin’ Star,57,154
1080,TOMORROW X TOGETHER,동물원을 빠져나온 퓨마 (Puma),175,208
1081,TOMORROW X TOGETHER,간지러워 (Roller Coaster),85,138
1082,TOMORROW X TOGETHER,Sriracha,542,0
1083,TOMORROW X TOGETHER,Sugar Rush Ride,224,125
1084,TOMORROW X TOGETHER,Sugar Rush Ride (Japanese Ver.),245,0
1085,TOMORROW X TOGETHER,땀 (Sweat),78,195
1086,TOMORROW X TOGETHER,Sweet Dreams,101,111
1087,TOMORROW X TOGETHER,Thursday’s Child Has Far To Go,118,173
1088,TOMORROW X TOGETHER,Tinnitus (Wanna be a rock) (돌멩이가 되고 싶어),132,122
1089,TOMORROW X TOGETHER,TOMORROW X TOGETHER - 땀 (Sweat) - Romanized,272,0
1090,TOMORROW X TOGETHER,Trust Fund Baby,128,87
1091,TOMORROW X TOGETHER,하굣길 (Way Home),83,227
1092,TOMORROW X TOGETHER,날씨를 잃어버렸어 (We Lost The Summer),216,180
1093,TOMORROW X TOGETHER,밸런스 게임 (What if I had been that PUMA),165,257
1094,TOMORROW X TOGETHER,Wishlist,231,92
1095,TOMORROW X TOGETHER,Your Light,89,159
1096,TOMORROW X TOGETHER,Your Light (Instrumental),0,0
1097,TOMORROW X TOGETHER,Your Light (Japanese Version),90,0
1098,TOMORROW X TOGETHER,君じゃない誰かの愛し方 (Ring),31,0
1099,TOMORROW X TOGETHER,君じゃない誰かの愛し方 (Ring) (Unplugged Ver.),31,0
1100,TOMORROW X TOGETHER,ひとりの夜 (Hitori no Yoru),14,0
1101,TOMORROW X TOGETHER,ある日、頭からツノが生えた (CROWN) [Japanese Ver.],151,12
1102,TOMORROW X TOGETHER,永遠に光れ (Everlasting Shine),64,0
1103,TOMORROW X TOGETHER,紫陽花のような恋 (Hydrangea Love),4,0
